,Id,Sentence,First Topic,Second Topic,Third Topic,Fourth Topic
1114,IL3_NW_031227_20140217_G0040006C_segment_7,"Earthquake prevention and damage control were strongly emphasized. The Communist Party Secretary of the Xinjiang Uyghur Autonomous Region Zhang Chunxian stated: ""Safety and health are so important.""",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1115,IL3_NW_031214_20140216_G0040005Z_segment_0,Calligraphers are in the affected area,earthquake disaster,disaster earthquake rescue,disaster rescue,rescue disaster
1116,IL3_NW_031234_20150227_G0040006R_segment_2,Our reporter reported that two sections in a mountainous stretch of the 1605 kilometer-long China-Pakistan Railway were blocked. Cars were stopped and lined up on the road. Factory workers around the railway and the local Road Maintenance Agency went to the area where the mudslide happened to start fixing the broken parts of the railway.,earthquake disaster,inundate,flood hospital,virus flood
1117,IL3_DF_031212_20140219_G0040007R_segment_6,These warm hearts comforted our wounded souls.,earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1118,IL3_NW_031214_20140215_G00400061_segment_20,These warm hearts comforted our wounded souls.,earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1119,IL3_DF_020015_20160213_G004013VX_segment_16,"Whereas the glacier that the reporter saw was not the one he imagined, shiny like pearl.",earthquake disaster,inundate,disaster village,Others
1120,IL3_DF_020008_20140220_G00400IAW_segment_14,One of them is the sandstorm and the dusty weather in most of the times.,earthquake disaster,inundate,railway,earthquake fire village
1121,IL3_NW_031220_20150711_G00400072_segment_2,"Because of this, the Chinese government relocated around 60 thousand residents from coastal areas of Zhejiang to other places. They also canceled all transportation and closed tourist attractions in the area.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1122,IL3_SN_000370_20160305_G0T0004V2_segment_0,The Israeli soldiers shot and killed one woman. https://t.co/NUeFyeSVcs,earthquake disaster,inundate,flood hospital,Others
1123,IL3_NW_031260_20160109_G00400053_segment_9,"Based on the news, the number of firefighters reached several hundred. The local authorities in the town not only issued evacuation orders, but also warned people in the neighbouring area about unexpected disasters.",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1124,IL3_NW_031220_20150711_G00400072_segment_3,"As shown, the storm, with wind speeds of 125km/h, happened in Zhejiang province on Saturday. However, the Chinese Bureau of Meteorology did not report any emergency notices about this.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1125,IL3_NW_031227_20140220_G00400068_segment_4,"Musa Imin, the CEO of the ""Ihlas"" Career Development Company, said, ""After the February 12[th] earthquake in Keriya, we are all very concerned about local people and their daily lives.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1126,IL3_DF_031212_20140308_G0040007Q_segment_4,"The following are the diaries of the charity workers who were in Hoten;1.We arrived at Atchan village in Kiriye County on Feb 19. We left for Künes village and Shunggul village after we got the information that the supplies had not been delivered because of the dangerous road conditions there. Our goal is to help the people who need those supplies. Indeed, the road toward these two villages was so dangerous that it took nearly 4 hours to travel 60 kilometers of road. Luckily, the guys who welcomed us in Hoten prepared a SUV for this trip. You can't hold your tears when you see elderly people, so like your own grandparents, burst into grateful tears while they accept donation of money and supplies. We delivered 10,000 Yuan cash, and supplies worth 5000 Yuan, and 150 new clothes. (We were informed of the lack of supplies according to people who had been in the scene of earthquake, so we bought supplies from city.) We returned to the county at 10 o'clock that night.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1127,IL3_DF_020007_20151018_G00400E7Q_segment_60,Antiretroviral therapy especially has been expended throughout Africa and the number of people who received antiretroviral therapy reached 11 million when it was only 11 thousand in 2000.,earthquake disaster,inundate,railway,disaster
1128,IL3_WL_031213_20140216_G0040005Y_segment_0,The Representatives of Charitable Fathers and Merciful Mothers Visited the Affected Community,earthquake disaster,disaster earthquake rescue,disaster,disaster flood
1129,IL3_DF_031211_20150522_G0040007W_segment_16,"Every local government's department, staff, worker and leader have already started to resist this disaster.",earthquake disaster,disaster earthquake rescue,disaster,Others
1130,IL3_WL_031211_20150522_G0040006V_segment_25,The leaders of Qumul Prefecture and city are working with the people in the affected area to reconstruct their homeland.,earthquake disaster,disaster earthquake rescue,disaster,Others
1131,IL3_NW_031214_20140215_G00400062_segment_0,The round-up report on Kiriye.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1132,IL3_WL_031211_20150522_G0040006V_segment_29,"The source of pictures: WeChat May 22, 2015, Qumul",earthquake disaster,inundate,flood hospital,virus
1133,IL3_NW_031214_20140217_G0040007K_segment_10,The Xinjiang Autonomous Region held several conferences to explore the overall environment of Xinjiang. Earthquake preparation and subsequent intervention were carefully discussed.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1134,IL3_NW_031227_20140217_G0040006C_segment_10,The Xinjiang Autonomous Region held several conferences to explore the overall environment of Xinjiang. Earthquake preparation and subsequent intervention were carefully discussed.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1135,IL3_NW_031243_20160427_G0040007F_segment_3,"At 03:08, the earthquake continued more 30 seconds in Urumchi and the tremor was very strong. Buildings in Urumchi noticeably trembled in the earthquake. Many people woke up from the earthquake and left the building to avoid some unexpected accidents caused by earthquake. Some people posted message on the WeChat saying they were shocked. Currently, no specific data on the earthquake, casualties, and the damage is reported. There was no power in some of the affected area in Kunes.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1136,IL3_NW_031209_20160212_G004030EO_segment_1,"China Radio Network News from Beijing on February 12[th]: On February 10[th] local time, the director of the American Center for Disease Control and Prevention Feerdon reported that information from our Cuba laboratory had initially proved a connection between the Zika virus and small heads of babies.",earthquake disaster,inundate,railway,disaster
1137,IL3_SN_000370_20160228_G0T0004QP_segment_0,3 Muslims killed in USA https://t.co/8MNjz8Z0os,earthquake disaster,inundate,railway,disaster
1138,IL3_NW_031234_20141130_G004030CN_segment_6,"In Spain, although there was documentation of an infection, there were no reports of deaths.",earthquake disaster,inundate,disaster village,fire
1139,IL3_NW_031214_20140215_G00400061_segment_29,"Of course, the reason there has been no death in this earthquake is closely related to the location of epicenter, which is in a sparsely populated place.",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1140,IL3_NW_031209_20160218_G004030EN_segment_8,"However, the most dangerous part of this disease is its connection with microcephaly in little babies. Because the virus stops developing babies' nervous systems, it causes miscarriage, abnormally small, heads and death in newborn babies.",earthquake disaster,inundate,flood hospital,virus
1141,IL3_NW_031238_20150810_G00400077_segment_0,A cyclone Sudilu struck Fujian and caused damage affecting 1 million 300 thousand people.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1142,IL3_NW_031239_20140807_G00400078_segment_1,"The Voice of Turkey News: from July 8[th] , 2014 to July 8[th] , 2014, Henan province was severely affected by drought.",earthquake disaster,inundate,flood hospital,virus flood
1143,IL3_NW_031214_20140217_G00400058_segment_11,"On February 13, the Autonomous Region Land Resources Bureau sent an emergency team to the affected region in Keriye County to investigate and provide quake-resistant works and scientific support from its geographic prevention plan.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1144,IL3_NW_031227_20140218_G0040006A_segment_2,"Akram Imrahim, an assistant of the Xinjiang ""Arman"" Food Industrial Company, stated that after the earthquake, many managers and employees of the company rushed to donate money and goods to the earthquake areas.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
